#Position (bp)	insert size
2.9890448965E9	198.54867524602574
2.9895768225E9	200.6367461430575
2.990013438E9	197.85915304207987
2.9909450775E9	196.47139397608598
2.991486762E9	198.7098218282747
2.9914961835E9	192.5
2.991498403E9	208.0
2.9915004565E9	172.45454545454547
2.9915021635E9	216.5
2.9915136375E9	177.44444444444446
2.9915265835E9	213.75
2.991529392E9	214.88888888888889
2.9915307145E9	0.0
2.9915325745E9	176.2
2.9915342115E9	0.0
2.99154091E9	169.33333333333334
2.9915659545E9	0.0
2.991585389E9	142.66666666666666
2.9915873015E9	154.0
2.991589869E9	126.5
2.991591628E9	0.0
2.991593215E9	139.5
2.991595448E9	192.0
2.9915976785E9	0.0
2.99159977E9	216.5
2.991601514E9	301.0
2.991602727E9	0.0
2.9916041595E9	145.0
2.991605782E9	0.0
2.991802493E9	185.28128400435256
2.99199914E9	147.50862068965517
2.9920006435E9	132.85714285714286
2.9920034905E9	157.26817042606515
2.992051942E9	171.105
2.992154686E9	202.2330557605144
2.992212966E9	156.2
2.992216201E9	164.42857142857142
2.9922185675E9	146.71428571428572
2.9922208195E9	149.875
2.992222888E9	161.3
2.9922245135E9	195.25
2.992236508E9	174.52380952380952
2.9923169155E9	167.80297397769516
2.9923888155E9	141.8
2.992395716E9	145.2
2.99240296E9	159.17857142857142
2.992408817E9	141.73333333333332
2.99241312E9	169.71428571428572
2.992415696E9	168.0
2.992418137E9	107.0
2.9924207125E9	103.0
2.992422293E9	172.28571428571428
2.992468444E9	186.3056603773585
2.9925146995E9	184.0
2.9925161E9	0.0
2.9925175995E9	133.88888888888889
2.992519784E9	161.16666666666666
2.992522045E9	115.5
2.9925263445E9	185.55555555555554
2.992545384E9	151.73076923076923
2.9925831375E9	163.42857142857142
2.992607717E9	186.75
2.992612316E9	216.44444444444446
2.9926178245E9	185.33333333333334
2.9926241555E9	181.28571428571428
2.992628755E9	191.0
2.9926331735E9	166.47619047619048
2.9926368975E9	184.42335766423358
2.9926382435E9	153.0
2.9926394475E9	157.0
2.992641481E9	138.13793103448276
2.9926433545E9	130.5
2.9926445925E9	137.0
2.9926460205E9	239.0
2.9926472475E9	170.47368421052633
2.992648321E9	156.8181818181818
2.992649783E9	144.5
2.992652112E9	118.0
2.9926553045E9	259.0
2.9926612295E9	145.2
2.9926659135E9	0.0
2.99266696E9	0.0
2.9926681315E9	146.0
2.992669974E9	152.0
2.992671936E9	286.0
2.992673276E9	159.5
2.9926747875E9	0.0
2.9926763355E9	0.0
2.9926774285E9	0.0
2.9926788075E9	106.0
2.9926804435E9	166.0
2.9926820605E9	171.0
2.9926835895E9	0.0
2.9926850725E9	0.0
2.992686387E9	0.0
2.9926878375E9	0.0
2.9926892975E9	144.0
2.9926919E9	146.5
2.9926945755E9	286.0
2.9926964715E9	149.0
2.9926986245E9	216.0
2.992700175E9	114.0
2.9927020895E9	0.0
2.992704681E9	282.0
2.9927100795E9	180.54166666666666
2.9927178965E9	171.41176470588235
2.9928131655E9	187.25389755011136
2.9929942125E9	194.4092792046396
2.9931647125E9	184.9431696332833
2.99333546E9	196.33688191623477
2.9935040225E9	189.04016064257027
2.9935902425E9	200.1875
2.993679866E9	193.61877667140826
2.9938673145E9	185.06378600823047
2.994003041E9	174.71069182389937
2.994087277E9	193.68477043673013
2.994162061E9	196.49641577060933
2.9942162495E9	196.54873451803985
2.99434886E9	196.85256410256412
2.994494888E9	183.0090909090909
2.994620928E9	191.078250863061
2.9947747325E9	196.75497113534317
2.9949245285E9	184.24952015355086
2.995013772E9	0.0
2.9950591165E9	189.44897959183675
2.995110684E9	186.2340025094103
2.995149141E9	187.84615384615384
2.9952072975E9	169.64566929133858
2.995282718E9	173.2089552238806
2.9953872025E9	186.57929515418502
2.995549431E9	188.83842498302783
2.9957311045E9	163.30901438091897
2.995899982E9	197.44685408299867
2.99913101E9	195.14431574902562
3.0064054775E9	195.32931869396367
3.0146535035E9	6107.016637240705
3.0229015295E9	362.0418917926498
3.0311495555E9	1542.3453151928409
3.0393975815E9	196.2130792404292
3.0476456075E9	198.66005800422923
3.0558936335E9	3050.447725820196
3.0641416595E9	197.16620534626114
3.0723896855E9	197.35089151717327
3.0806377115E9	193.30130844237019
3.0888857375E9	191.85132382892058
3.0971337635E9	197.92831130382385
3.1053817895E9	196.83522851751601
3.1136298155E9	377.7516695741044
3.1218778415E9	194.62867236261442
3.1301258675E9	378.1392798145753
3.1383738935E9	411.18768784329984
3.1466219195E9	195.99159449192
3.1513836915E9	197.77780781186647
3.1555077045E9	191.02756467911752
3.1631179715E9	9942.39331210191
3.1713659975E9	139.81720430107526
3.1796140235E9	136.69461077844312
3.1878620495E9	0.0
3.1961100755E9	19.0
3.2043581015E9	0.0
3.20886549E9	194.85459662288932
3.2092674855E9	0.0
3.209519677E9	198.69103066635924
3.209892578E9	197.49018712916475
3.2101846785E9	195.15240413877055
3.2105124185E9	195.11830912184269
3.2107704875E9	197.38292011019283
3.2109366555E9	194.28499460237495
3.2111129705E9	188.89258114374033
3.211276395E9	174.5
3.211417082E9	190.09777777777776
